iteration,t,algo,divided,flow_robustness,routing_cost,network_efficiency
0,0,none,False,0.8092929292929293,29096,0.3027253487253506
0,0,RND,True,0.14925373134328357,2864,0.3040790943242965
0,0,MIRW,True,0.10444444444444445,2682,0.2898994708994711
0,0,FFD,True,0.1288888888888889,2600,0.30299735449735404
0,0,KMeans,True,0.8556067588325653,1954,0.603353814644138
0,100,none,False,0.8456565656565657,29476,0.32807896424563376
0,100,RND,True,0.15565031982942432,2820,0.3295334551731139
0,100,MIRW,True,0.1688888888888889,2686,0.327437389770723
0,100,FFD,True,0.14222222222222222,2608,0.3351869488536147
0,100,KMeans,True,0.8196457326892109,1968,0.6275362318840614
0,200,none,False,0.8642424242424243,31118,0.33566901336598687
0,200,RND,True,0.15565031982942432,2938,0.33746573256168105
0,200,MIRW,True,0.21555555555555556,2754,0.36353527336860675
0,200,FFD,True,0.17555555555555555,2772,0.3402672759339422
0,200,KMeans,True,0.849290780141844,1582,0.638534278959813
0,300,none,False,0.902020202020202,32302,0.34573204629265414
0,300,RND,True,0.1812366737739872,3012,0.3438912426119244
0,300,MIRW,True,0.19777777777777777,2852,0.37033164983165
0,300,FFD,True,0.14,2872,0.34728491261824507
0,300,KMeans,True,0.8330206378986866,1614,0.6293933708567881
0,400,none,False,0.8278787878787879,29772,0.31078371011704337
0,400,RND,True,0.12153518123667377,2890,0.3101152401259017
0,400,MIRW,True,0.19777777777777777,2668,0.32220634920634966
0,400,FFD,True,0.1288888888888889,2684,0.3171904761904753
0,400,KMeans,True,0.804159445407279,1460,0.6287983824378971
0,500,none,False,0.7747474747474747,29206,0.27950494118675884
0,500,RND,True,0.09168443496801706,2882,0.27924247039385564
0,500,MIRW,True,0.12666666666666668,2650,0.28113411896745233
0,500,FFD,True,0.11777777777777777,2634,0.2855467372134033
0,500,KMeans,True,0.875,1850,0.649747474747475
0,600,none,False,0.7391919191919192,28166,0.259119769119768
0,600,RND,True,0.06823027718550106,2676,0.2480979456459193
0,600,MIRW,True,0.06666666666666667,2600,0.2490679012345675
0,600,FFD,True,0.08666666666666667,2624,0.2528862433862426
0,600,KMeans,True,0.7847866419294991,1378,0.5912183055040195
0,700,none,False,0.6882828282828283,27006,0.2349473523109865
0,700,RND,True,0.06609808102345416,2600,0.22851812366737706
0,700,MIRW,True,0.07333333333333333,2526,0.22872751322751295
0,700,FFD,True,0.06222222222222222,2516,0.22373192239858905
0,700,KMeans,True,0.7495219885277247,1446,0.5505030501684417
0,800,none,False,0.6387878787878788,24482,0.22113099975221026
0,800,RND,True,0.08315565031982942,2420,0.2192151487460651
0,800,MIRW,True,0.07111111111111111,2266,0.21620282186948822
0,800,FFD,True,0.06666666666666667,2280,0.21071075837742478
0,800,KMeans,True,0.59765625,1250,0.4553757440476182
0,900,none,False,0.6395959595959596,24380,0.22492980308131613
0,900,RND,True,0.08955223880597014,2308,0.2299598944055229
0,900,MIRW,True,0.051111111111111114,2288,0.21610942760942708
0,900,FFD,True,0.07555555555555556,2346,0.2130371172037837
0,900,KMeans,True,0.6661721068249258,2156,0.43874640855353
0,1000,none,False,0.5648484848484848,19716,0.21283702100368718
0,1000,RND,True,0.1023454157782516,1878,0.21338206924560849
0,1000,MIRW,True,0.07777777777777778,1786,0.20911640211640176
0,1000,FFD,True,0.08,1886,0.20080687830687816
0,1000,KMeans,True,0.6696296296296296,1746,0.4455555555555547
0,1100,none,False,0.6878787878787879,27180,0.23908031250455367
0,1100,RND,True,0.11727078891257996,2530,0.24414492165025178
0,1100,MIRW,True,0.10222222222222223,2498,0.23909964726631355
0,1100,FFD,True,0.08666666666666667,2650,0.23075757575757536
0,1100,KMeans,True,0.6130030959752322,2108,0.4712762297901614
0,1200,none,False,0.7559595959595959,31232,0.26182380806623246
0,1200,RND,True,0.10660980810234541,3020,0.26266656821027745
0,1200,MIRW,True,0.08666666666666667,2774,0.25998500881834186
0,1200,FFD,True,0.10444444444444445,2870,0.2557154882154875
0,1200,KMeans,True,0.7610062893081762,2108,0.5468740640910447
0,1300,none,False,0.7565656565656566,26226,0.29526887926888024
0,1300,RND,True,0.12153518123667377,2492,0.29506718110129576
0,1300,MIRW,True,0.14666666666666667,2364,0.298314814814815
0,1300,FFD,True,0.18222222222222223,2428,0.29373280423280373
0,1300,KMeans,True,0.8360049321824907,2418,0.571639950678177
0,1400,none,False,0.8094949494949495,28962,0.31424416828962415
0,1400,RND,True,0.1279317697228145,2818,0.30822510822510757
0,1400,MIRW,True,0.1711111111111111,2628,0.32495518678851976
0,1400,FFD,True,0.15333333333333332,2642,0.3166376463043128
0,1400,KMeans,True,0.8627027027027027,3200,0.5742355212355226
0,1500,none,False,0.8098989898989899,29060,0.32157344731587356
0,1500,RND,True,0.1535181236673774,2778,0.3153392745610228
0,1500,MIRW,True,0.17555555555555555,2624,0.32455731922398534
0,1500,FFD,True,0.16444444444444445,2660,0.32269592752926074
0,1500,KMeans,True,0.8103241296518607,2292,0.5850740296118477
0,1600,none,False,0.8105050505050505,28644,0.3198436456921335
0,1600,RND,True,0.13219616204690832,2730,0.31385012168594184
0,1600,MIRW,True,0.1288888888888889,2634,0.3116597723264387
0,1600,FFD,True,0.18888888888888888,2618,0.32293763027096356
0,1600,KMeans,True,0.8489968321013728,3190,0.5438577965505144
0,1700,none,False,0.8456565656565657,29142,0.3309164662498015
0,1700,RND,True,0.1513859275053305,2750,0.3287000372288209
0,1700,MIRW,True,0.12,2706,0.31479012345679025
0,1700,FFD,True,0.1688888888888889,2600,0.33886507936507915
0,1700,KMeans,True,0.8776470588235294,3206,0.5650742296918816
1,0,none,False,0.8092929292929293,29096,0.3027253487253506
1,0,RND,True,0.14925373134328357,2864,0.3040790943242965
1,0,MIRW,True,0.10444444444444445,2682,0.2898994708994711
1,0,FFD,True,0.1288888888888889,2600,0.30299735449735404
1,0,KMeans,True,0.8556067588325653,1954,0.603353814644138
1,100,none,False,0.8456565656565657,29476,0.32807896424563376
1,100,RND,True,0.15565031982942432,2820,0.3295334551731139
1,100,MIRW,True,0.1688888888888889,2686,0.327437389770723
1,100,FFD,True,0.14222222222222222,2608,0.3351869488536147
1,100,KMeans,True,0.8196457326892109,1968,0.6275362318840614
1,200,none,False,0.8642424242424243,31118,0.33566901336598687
1,200,RND,True,0.15565031982942432,2938,0.33746573256168105
1,200,MIRW,True,0.21555555555555556,2754,0.36353527336860675
1,200,FFD,True,0.17555555555555555,2772,0.3402672759339422
1,200,KMeans,True,0.849290780141844,1582,0.638534278959813
1,300,none,False,0.902020202020202,32302,0.34573204629265414
1,300,RND,True,0.1812366737739872,3012,0.3438912426119244
1,300,MIRW,True,0.19777777777777777,2852,0.37033164983165
1,300,FFD,True,0.14,2872,0.34728491261824507
1,300,KMeans,True,0.8330206378986866,1614,0.6293933708567881
1,400,none,False,0.8278787878787879,29772,0.31078371011704337
1,400,RND,True,0.12153518123667377,2890,0.3101152401259017
1,400,MIRW,True,0.19777777777777777,2668,0.32220634920634966
1,400,FFD,True,0.1288888888888889,2684,0.3171904761904753
1,400,KMeans,True,0.804159445407279,1460,0.6287983824378971
1,500,none,False,0.7747474747474747,29206,0.27950494118675884
1,500,RND,True,0.09168443496801706,2882,0.27924247039385564
1,500,MIRW,True,0.12666666666666668,2650,0.28113411896745233
1,500,FFD,True,0.11777777777777777,2634,0.2855467372134033
1,500,KMeans,True,0.875,1850,0.649747474747475
1,600,none,False,0.7391919191919192,28166,0.259119769119768
1,600,RND,True,0.06823027718550106,2676,0.2480979456459193
1,600,MIRW,True,0.06666666666666667,2600,0.2490679012345675
1,600,FFD,True,0.08666666666666667,2624,0.2528862433862426
1,600,KMeans,True,0.7847866419294991,1378,0.5912183055040195
1,700,none,False,0.6882828282828283,27006,0.2349473523109865
1,700,RND,True,0.06609808102345416,2600,0.22851812366737706
1,700,MIRW,True,0.07333333333333333,2526,0.22872751322751295
1,700,FFD,True,0.06222222222222222,2516,0.22373192239858905
1,700,KMeans,True,0.7495219885277247,1446,0.5505030501684417
1,800,none,False,0.6387878787878788,24482,0.22113099975221026
1,800,RND,True,0.08315565031982942,2420,0.2192151487460651
1,800,MIRW,True,0.07111111111111111,2266,0.21620282186948822
1,800,FFD,True,0.06666666666666667,2280,0.21071075837742478
1,800,KMeans,True,0.59765625,1250,0.4553757440476182
1,900,none,False,0.6395959595959596,24380,0.22492980308131613
1,900,RND,True,0.08955223880597014,2308,0.2299598944055229
1,900,MIRW,True,0.051111111111111114,2288,0.21610942760942708
1,900,FFD,True,0.07555555555555556,2346,0.2130371172037837
1,900,KMeans,True,0.6661721068249258,2156,0.43874640855353
1,1000,none,False,0.5648484848484848,19716,0.21283702100368718
1,1000,RND,True,0.1023454157782516,1878,0.21338206924560849
1,1000,MIRW,True,0.07777777777777778,1786,0.20911640211640176
